letter,x_box,y_box,width,height,onpix,x_bar,y_bar,x2bar,y2bar,xybar,x2ybr,xy2br,x_ege,xegvy,y_ege,yegvx,letter_encoded
Z,1.0,0.0,1.0,1.0,0.0,7.0,7.0,2.0,10.0,8.0,6.0,8.0,0.0,8.0,6.0,8.0,25
Q,3.0,5.0,3.0,6.0,3.0,7.0,8.0,6.0,3.0,8.0,8.0,9.0,3.0,8.0,5.0,7.0,16
S,8.0,14.0,8.0,8.0,4.0,9.0,4.0,4.0,4.0,13.0,5.0,8.0,3.0,10.0,3.0,8.0,18
B,5.0,7.0,7.0,5.0,6.0,8.0,6.0,5.0,6.0,9.0,6.0,7.0,3.0,9.0,6.0,10.0,1
K,8.0,13.0,9.0,7.0,5.0,6.0,7.0,3.0,6.0,10.0,8.0,10.0,6.0,10.0,4.0,7.0,10
V,3.0,10.0,5.0,7.0,2.0,5.0,8.0,5.0,3.0,9.0,14.0,8.0,3.0,10.0,0.0,8.0,21
B,4.0,7.0,4.0,5.0,3.0,6.0,7.0,9.0,7.0,7.0,6.0,7.0,2.0,8.0,9.0,10.0,1
Y,2.0,2.0,4.0,4.0,2.0,6.0,10.0,1.0,7.0,7.0,11.0,9.0,1.0,11.0,1.0,8.0,24
O,3.0,4.0,4.0,3.0,2.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,2.0,8.0,3.0,8.0,14
Z,6.0,10.0,8.0,7.0,5.0,8.0,6.0,3.0,10.0,12.0,4.0,9.0,1.0,7.0,6.0,9.0,25
L,2.0,3.0,3.0,2.0,1.0,6.0,4.0,1.0,8.0,7.0,2.0,10.0,0.0,7.0,2.0,8.0,11
J,1.0,3.0,2.0,2.0,1.0,10.0,6.0,2.0,6.0,12.0,4.0,9.0,0.0,7.0,1.0,7.0,9
Z,1.0,3.0,3.0,2.0,1.0,7.0,8.0,1.0,9.0,11.0,7.0,7.0,1.0,8.0,5.0,7.0,25
A,3.0,5.0,5.0,7.0,2.0,7.0,7.0,3.0,1.0,6.0,0.0,8.0,3.0,7.0,1.0,8.0,0
L,3.0,5.0,4.0,5.0,3.0,8.0,7.0,4.0,5.0,7.0,6.0,8.0,3.0,8.0,7.0,10.0,11
J,2.0,5.0,3.0,3.0,1.0,10.0,7.0,1.0,7.0,12.0,3.0,7.0,0.0,7.0,1.0,7.0,9
Q,5.0,6.0,6.0,8.0,5.0,8.0,7.0,6.0,3.0,7.0,7.0,12.0,3.0,8.0,6.0,8.0,16
N,1.0,3.0,2.0,1.0,1.0,7.0,8.0,5.0,3.0,7.0,7.0,7.0,4.0,8.0,1.0,6.0,13
Z,2.0,6.0,3.0,4.0,1.0,7.0,7.0,3.0,13.0,9.0,6.0,8.0,0.0,8.0,8.0,8.0,25
E,4.0,9.0,5.0,7.0,3.0,3.0,7.0,6.0,11.0,7.0,6.0,15.0,0.0,8.0,7.0,7.0,4
J,4.0,7.0,3.0,10.0,3.0,9.0,7.0,3.0,3.0,11.0,4.0,5.0,3.0,8.0,6.0,9.0,9
D,4.0,8.0,5.0,6.0,3.0,5.0,7.0,10.0,10.0,6.0,5.0,6.0,3.0,8.0,4.0,8.0,3
O,5.0,10.0,6.0,8.0,5.0,7.0,8.0,9.0,6.0,8.0,8.0,6.0,4.0,8.0,5.0,10.0,14
L,3.0,6.0,4.0,4.0,2.0,5.0,4.0,3.0,8.0,3.0,2.0,6.0,1.0,6.0,2.0,5.0,11
V,4.0,5.0,5.0,4.0,2.0,4.0,12.0,4.0,4.0,11.0,11.0,6.0,2.0,10.0,1.0,8.0,21
X,6.0,10.0,9.0,8.0,6.0,7.0,7.0,0.0,8.0,9.0,6.0,8.0,3.0,8.0,4.0,7.0,23
J,5.0,8.0,6.0,6.0,3.0,6.0,6.0,4.0,5.0,14.0,8.0,12.0,1.0,6.0,1.0,7.0,9
N,7.0,10.0,10.0,8.0,5.0,7.0,8.0,3.0,5.0,10.0,6.0,7.0,7.0,8.0,1.0,8.0,13
H,3.0,5.0,5.0,7.0,4.0,10.0,11.0,3.0,2.0,7.0,8.0,8.0,3.0,10.0,7.0,9.0,7
A,2.0,7.0,4.0,5.0,3.0,13.0,3.0,3.0,2.0,10.0,1.0,8.0,2.0,6.0,2.0,8.0,0
P,4.0,6.0,5.0,9.0,9.0,8.0,7.0,5.0,0.0,7.0,6.0,7.0,6.0,10.0,6.0,9.0,15
A,4.0,9.0,6.0,6.0,2.0,10.0,5.0,3.0,1.0,8.0,1.0,9.0,2.0,7.0,2.0,8.0,0
F,4.0,8.0,5.0,6.0,3.0,5.0,10.0,4.0,6.0,11.0,10.0,5.0,2.0,10.0,3.0,5.0,5
X,3.0,4.0,6.0,3.0,2.0,7.0,7.0,1.0,9.0,10.0,6.0,8.0,2.0,8.0,3.0,7.0,23
D,5.0,11.0,6.0,9.0,4.0,5.0,8.0,11.0,9.0,8.0,7.0,5.0,3.0,8.0,4.0,8.0,3
V,3.0,7.0,5.0,5.0,3.0,9.0,11.0,2.0,2.0,4.0,10.0,8.0,2.0,12.0,1.0,8.0,21
P,7.0,10.0,6.0,5.0,4.0,10.0,7.0,4.0,4.0,12.0,4.0,5.0,4.0,11.0,5.0,9.0,15
F,5.0,9.0,6.0,7.0,6.0,6.0,9.0,4.0,6.0,9.0,9.0,6.0,5.0,9.0,3.0,6.0,5
P,6.0,11.0,9.0,8.0,5.0,8.0,10.0,7.0,5.0,10.0,4.0,3.0,3.0,10.0,4.0,8.0,15
Y,4.0,10.0,6.0,8.0,2.0,9.0,11.0,0.0,4.0,6.0,11.0,8.0,0.0,10.0,0.0,8.0,24
W,3.0,3.0,4.0,4.0,2.0,5.0,8.0,4.0,1.0,7.0,9.0,8.0,7.0,10.0,0.0,8.0,22
P,6.0,9.0,8.0,7.0,5.0,6.0,11.0,7.0,3.0,11.0,5.0,3.0,2.0,10.0,4.0,8.0,15
J,5.0,6.0,7.0,7.0,6.0,7.0,8.0,4.0,5.0,7.0,7.0,8.0,4.0,6.0,8.0,6.0,9
E,4.0,2.0,4.0,4.0,3.0,8.0,7.0,6.0,10.0,6.0,5.0,9.0,2.0,8.0,6.0,8.0,4
S,4.0,8.0,5.0,6.0,3.0,7.0,5.0,6.0,9.0,5.0,6.0,10.0,0.0,9.0,9.0,8.0,18
E,3.0,7.0,3.0,5.0,2.0,3.0,8.0,6.0,11.0,7.0,5.0,14.0,0.0,8.0,7.0,8.0,4
B,5.0,9.0,7.0,7.0,6.0,7.0,9.0,5.0,6.0,10.0,6.0,6.0,3.0,8.0,7.0,8.0,1
I,1.0,9.0,1.0,7.0,1.0,7.0,7.0,0.0,9.0,7.0,6.0,8.0,0.0,8.0,3.0,8.0,8
S,6.0,8.0,7.0,6.0,4.0,9.0,6.0,4.0,6.0,10.0,3.0,8.0,2.0,8.0,5.0,10.0,18
S,3.0,8.0,4.0,6.0,3.0,8.0,6.0,8.0,6.0,7.0,8.0,9.0,2.0,10.0,9.0,8.0,18
C,3.0,7.0,4.0,5.0,2.0,5.0,8.0,6.0,7.0,6.0,8.0,13.0,1.0,8.0,4.0,10.0,2
M,8.0,10.0,11.0,8.0,9.0,9.0,6.0,2.0,5.0,9.0,4.0,7.0,11.0,9.0,3.0,8.0,12
P,9.0,10.0,7.0,5.0,3.0,6.0,11.0,6.0,2.0,11.0,5.0,5.0,4.0,10.0,4.0,8.0,15
R,2.0,4.0,4.0,3.0,3.0,7.0,8.0,4.0,4.0,9.0,5.0,8.0,2.0,6.0,3.0,10.0,17
U,3.0,8.0,5.0,6.0,6.0,8.0,7.0,4.0,4.0,6.0,7.0,8.0,7.0,9.0,5.0,6.0,20
U,6.0,6.0,6.0,4.0,3.0,4.0,8.0,5.0,8.0,11.0,11.0,9.0,3.0,9.0,2.0,6.0,20
D,3.0,8.0,4.0,6.0,2.0,5.0,7.0,10.0,8.0,7.0,7.0,5.0,3.0,8.0,4.0,8.0,3
U,2.0,1.0,3.0,1.0,1.0,7.0,5.0,11.0,5.0,7.0,14.0,8.0,3.0,10.0,0.0,8.0,20
J,2.0,5.0,3.0,4.0,2.0,10.0,7.0,2.0,6.0,11.0,3.0,7.0,1.0,6.0,2.0,7.0,9
Z,7.0,13.0,7.0,7.0,5.0,6.0,7.0,2.0,9.0,11.0,6.0,8.0,4.0,5.0,8.0,6.0,25
F,5.0,11.0,7.0,8.0,6.0,7.0,9.0,3.0,6.0,12.0,7.0,6.0,3.0,9.0,2.0,7.0,5
V,1.0,0.0,2.0,1.0,0.0,8.0,9.0,4.0,2.0,7.0,12.0,8.0,2.0,10.0,0.0,8.0,21
M,6.0,5.0,8.0,4.0,7.0,6.0,9.0,5.0,3.0,6.0,4.0,8.0,13.0,8.0,5.0,7.0,12
U,3.0,6.0,4.0,4.0,1.0,7.0,5.0,13.0,5.0,7.0,13.0,8.0,3.0,9.0,0.0,8.0,20
B,3.0,7.0,4.0,5.0,5.0,7.0,7.0,4.0,6.0,6.0,6.0,6.0,2.0,8.0,5.0,10.0,1
L,4.0,8.0,6.0,6.0,4.0,6.0,5.0,1.0,9.0,7.0,2.0,10.0,0.0,6.0,3.0,8.0,11
T,4.0,10.0,5.0,8.0,3.0,8.0,13.0,0.0,5.0,7.0,10.0,8.0,0.0,8.0,0.0,8.0,19
D,8.0,12.0,8.0,6.0,4.0,9.0,4.0,4.0,6.0,12.0,3.0,8.0,5.0,6.0,5.0,10.0,3
T,6.0,11.0,6.0,8.0,4.0,6.0,10.0,1.0,10.0,11.0,9.0,5.0,2.0,8.0,4.0,4.0,19
O,5.0,8.0,7.0,6.0,4.0,7.0,5.0,8.0,4.0,6.0,4.0,7.0,3.0,9.0,4.0,9.0,14
T,1.0,0.0,2.0,1.0,0.0,7.0,14.0,1.0,4.0,7.0,10.0,8.0,0.0,8.0,0.0,8.0,19
U,4.0,3.0,5.0,2.0,2.0,5.0,8.0,5.0,7.0,10.0,10.0,9.0,3.0,9.0,2.0,6.0,20
D,2.0,4.0,4.0,2.0,2.0,9.0,6.0,4.0,6.0,11.0,4.0,6.0,2.0,8.0,3.0,8.0,3
R,4.0,8.0,5.0,5.0,3.0,5.0,11.0,8.0,3.0,7.0,4.0,8.0,3.0,7.0,6.0,11.0,17
G,7.0,10.0,7.0,7.0,5.0,5.0,7.0,7.0,6.0,9.0,8.0,10.0,2.0,9.0,5.0,9.0,6
D,2.0,1.0,2.0,2.0,1.0,6.0,7.0,8.0,7.0,6.0,6.0,6.0,2.0,8.0,3.0,8.0,3
S,3.0,8.0,4.0,6.0,4.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,2.0,8.0,8.0,8.0,18
S,7.0,10.0,9.0,8.0,10.0,9.0,5.0,5.0,4.0,9.0,6.0,9.0,6.0,9.0,12.0,11.0,18
M,6.0,10.0,9.0,8.0,8.0,7.0,7.0,2.0,4.0,9.0,7.0,8.0,8.0,6.0,2.0,8.0,12
M,4.0,8.0,6.0,6.0,8.0,9.0,6.0,2.0,2.0,8.0,4.0,8.0,7.0,7.0,2.0,5.0,12
D,6.0,7.0,8.0,6.0,6.0,5.0,7.0,6.0,7.0,7.0,4.0,7.0,3.0,6.0,5.0,6.0,3
Z,4.0,9.0,6.0,7.0,4.0,8.0,6.0,2.0,9.0,12.0,5.0,9.0,3.0,6.0,8.0,8.0,25
W,4.0,9.0,7.0,7.0,5.0,9.0,8.0,4.0,1.0,6.0,9.0,8.0,7.0,11.0,0.0,8.0,22
C,2.0,1.0,3.0,2.0,1.0,6.0,8.0,6.0,7.0,7.0,8.0,12.0,1.0,9.0,4.0,10.0,2
K,3.0,6.0,4.0,4.0,4.0,6.0,7.0,3.0,7.0,6.0,6.0,9.0,3.0,8.0,6.0,10.0,10
J,6.0,9.0,9.0,7.0,5.0,8.0,5.0,7.0,7.0,8.0,6.0,7.0,2.0,6.0,4.0,6.0,9
A,6.0,9.0,8.0,8.0,8.0,8.0,7.0,3.0,5.0,7.0,8.0,8.0,6.0,8.0,4.0,5.0,0
D,5.0,12.0,5.0,6.0,4.0,8.0,7.0,3.0,6.0,10.0,5.0,7.0,5.0,8.0,7.0,6.0,3
C,4.0,8.0,6.0,6.0,4.0,8.0,8.0,8.0,6.0,7.0,6.0,8.0,4.0,7.0,4.0,8.0,2
V,3.0,4.0,4.0,3.0,1.0,4.0,12.0,3.0,3.0,10.0,11.0,7.0,2.0,11.0,1.0,8.0,21
S,4.0,7.0,4.0,5.0,2.0,9.0,10.0,6.0,9.0,5.0,6.0,6.0,0.0,7.0,8.0,9.0,18
F,4.0,9.0,6.0,6.0,4.0,9.0,8.0,1.0,6.0,13.0,5.0,5.0,1.0,10.0,2.0,9.0,5
A,5.0,10.0,7.0,8.0,5.0,8.0,3.0,3.0,1.0,7.0,1.0,8.0,5.0,9.0,5.0,8.0,0
B,3.0,2.0,4.0,3.0,3.0,8.0,7.0,5.0,6.0,7.0,6.0,6.0,2.0,8.0,6.0,9.0,1
N,2.0,3.0,3.0,2.0,2.0,7.0,9.0,5.0,4.0,7.0,6.0,7.0,5.0,9.0,2.0,7.0,13
U,6.0,10.0,5.0,6.0,3.0,6.0,6.0,4.0,4.0,6.0,7.0,8.0,5.0,5.0,2.0,8.0,20
S,4.0,10.0,5.0,8.0,5.0,7.0,7.0,5.0,8.0,5.0,6.0,8.0,0.0,8.0,9.0,8.0,18
Q,2.0,5.0,3.0,6.0,3.0,8.0,8.0,7.0,2.0,5.0,7.0,10.0,3.0,9.0,5.0,9.0,16
F,4.0,8.0,4.0,5.0,1.0,1.0,13.0,5.0,5.0,12.0,11.0,7.0,0.0,8.0,2.0,6.0,5
F,4.0,9.0,6.0,6.0,5.0,5.0,10.0,4.0,6.0,10.0,10.0,6.0,2.0,10.0,3.0,6.0,5
X,5.0,10.0,8.0,8.0,4.0,8.0,7.0,4.0,10.0,6.0,6.0,8.0,4.0,6.0,8.0,9.0,23
A,3.0,7.0,5.0,5.0,3.0,11.0,3.0,2.0,2.0,8.0,2.0,9.0,3.0,4.0,2.0,8.0,0
B,4.0,9.0,4.0,6.0,3.0,6.0,7.0,9.0,7.0,7.0,6.0,7.0,2.0,8.0,9.0,10.0,1
O,5.0,9.0,6.0,7.0,5.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,2.0,8.0,3.0,8.0,14
J,2.0,6.0,3.0,4.0,1.0,14.0,1.0,6.0,5.0,14.0,2.0,11.0,0.0,7.0,0.0,8.0,9
H,4.0,8.0,5.0,5.0,2.0,7.0,5.0,15.0,1.0,7.0,9.0,8.0,3.0,8.0,0.0,8.0,7
M,6.0,9.0,7.0,4.0,3.0,6.0,9.0,5.0,5.0,4.0,4.0,10.0,8.0,7.0,2.0,8.0,12
I,3.0,7.0,4.0,5.0,2.0,7.0,7.0,0.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,7.0,8
W,6.0,10.0,6.0,8.0,6.0,2.0,10.0,2.0,3.0,10.0,9.0,8.0,7.0,11.0,2.0,6.0,22
N,3.0,6.0,4.0,4.0,3.0,6.0,7.0,8.0,5.0,7.0,5.0,7.0,3.0,7.0,3.0,8.0,13
A,1.0,3.0,2.0,2.0,1.0,10.0,3.0,2.0,1.0,9.0,2.0,9.0,1.0,6.0,1.0,8.0,0
S,2.0,3.0,4.0,1.0,1.0,7.0,8.0,2.0,6.0,10.0,5.0,7.0,1.0,8.0,4.0,8.0,18
P,1.0,0.0,1.0,0.0,0.0,5.0,10.0,6.0,1.0,9.0,6.0,5.0,0.0,9.0,2.0,8.0,15
D,6.0,9.0,8.0,8.0,8.0,7.0,6.0,5.0,7.0,7.0,5.0,9.0,6.0,5.0,9.0,4.0,3
M,7.0,9.0,10.0,7.0,6.0,5.0,6.0,4.0,5.0,11.0,10.0,11.0,11.0,5.0,4.0,8.0,12
T,4.0,8.0,5.0,6.0,5.0,8.0,11.0,3.0,6.0,6.0,11.0,8.0,3.0,12.0,1.0,7.0,19
L,3.0,6.0,4.0,4.0,2.0,5.0,5.0,1.0,9.0,6.0,2.0,11.0,0.0,8.0,3.0,7.0,11
X,3.0,6.0,4.0,4.0,1.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0,23
G,2.0,4.0,3.0,6.0,2.0,7.0,7.0,8.0,6.0,5.0,7.0,9.0,2.0,7.0,5.0,11.0,6
D,6.0,10.0,8.0,8.0,5.0,10.0,5.0,4.0,8.0,11.0,3.0,7.0,4.0,6.0,4.0,9.0,3
E,3.0,4.0,4.0,6.0,2.0,3.0,8.0,6.0,10.0,7.0,6.0,14.0,0.0,8.0,7.0,7.0,4
N,2.0,3.0,2.0,1.0,1.0,6.0,9.0,6.0,3.0,8.0,7.0,8.0,4.0,9.0,1.0,7.0,13
G,2.0,4.0,3.0,3.0,2.0,6.0,6.0,6.0,5.0,6.0,6.0,9.0,2.0,8.0,4.0,8.0,6
V,7.0,10.0,6.0,8.0,3.0,2.0,11.0,5.0,5.0,12.0,12.0,8.0,2.0,10.0,1.0,8.0,21
A,2.0,7.0,4.0,4.0,2.0,7.0,3.0,3.0,2.0,7.0,2.0,8.0,3.0,7.0,2.0,8.0,0
E,5.0,9.0,4.0,4.0,2.0,8.0,7.0,4.0,4.0,10.0,5.0,10.0,3.0,8.0,7.0,10.0,4
K,4.0,5.0,5.0,8.0,2.0,3.0,6.0,7.0,3.0,7.0,8.0,12.0,3.0,8.0,3.0,10.0,10
M,6.0,9.0,9.0,6.0,6.0,5.0,7.0,3.0,5.0,10.0,10.0,9.0,8.0,6.0,3.0,8.0,12
L,5.0,11.0,5.0,6.0,3.0,7.0,5.0,3.0,5.0,12.0,7.0,11.0,3.0,8.0,6.0,9.0,11
T,5.0,6.0,5.0,4.0,2.0,5.0,12.0,3.0,8.0,12.0,9.0,4.0,1.0,11.0,2.0,4.0,19
G,2.0,4.0,4.0,3.0,2.0,7.0,6.0,6.0,6.0,6.0,6.0,10.0,2.0,9.0,4.0,9.0,6
J,2.0,4.0,4.0,3.0,1.0,8.0,8.0,2.0,7.0,15.0,5.0,8.0,0.0,7.0,1.0,8.0,9
F,5.0,10.0,5.0,7.0,2.0,1.0,14.0,5.0,4.0,12.0,10.0,6.0,0.0,8.0,2.0,5.0,5
W,7.0,8.0,7.0,6.0,6.0,6.0,11.0,5.0,2.0,9.0,6.0,6.0,8.0,13.0,4.0,4.0,22
A,3.0,6.0,5.0,4.0,3.0,12.0,3.0,2.0,2.0,9.0,2.0,9.0,2.0,6.0,2.0,8.0,0
K,6.0,11.0,8.0,8.0,5.0,9.0,5.0,1.0,7.0,10.0,3.0,9.0,5.0,9.0,5.0,11.0,10
P,1.0,1.0,2.0,2.0,1.0,5.0,10.0,4.0,4.0,10.0,8.0,4.0,1.0,9.0,3.0,7.0,15
M,7.0,6.0,9.0,5.0,9.0,7.0,7.0,5.0,4.0,6.0,5.0,8.0,10.0,8.0,5.0,5.0,12
O,2.0,6.0,3.0,4.0,2.0,8.0,7.0,7.0,5.0,7.0,6.0,9.0,2.0,8.0,3.0,8.0,14
S,4.0,11.0,5.0,8.0,3.0,6.0,6.0,6.0,9.0,4.0,6.0,9.0,0.0,9.0,9.0,8.0,18
C,4.0,6.0,6.0,5.0,5.0,4.0,7.0,3.0,6.0,6.0,6.0,10.0,4.0,10.0,7.0,7.0,2
O,1.0,0.0,2.0,1.0,0.0,8.0,7.0,6.0,4.0,7.0,6.0,8.0,2.0,8.0,3.0,8.0,14
Z,2.0,1.0,3.0,2.0,1.0,7.0,7.0,5.0,9.0,6.0,6.0,9.0,1.0,8.0,7.0,8.0,25
X,4.0,9.0,6.0,7.0,6.0,9.0,7.0,3.0,6.0,7.0,4.0,5.0,6.0,6.0,9.0,8.0,23
W,4.0,4.0,5.0,3.0,3.0,6.0,11.0,5.0,2.0,8.0,7.0,6.0,6.0,11.0,2.0,6.0,22
B,4.0,9.0,4.0,6.0,5.0,6.0,6.0,8.0,6.0,6.0,6.0,7.0,2.0,8.0,7.0,9.0,1
C,6.0,11.0,6.0,8.0,4.0,4.0,8.0,5.0,6.0,12.0,10.0,11.0,2.0,10.0,3.0,7.0,2
F,2.0,4.0,3.0,3.0,2.0,5.0,10.0,3.0,5.0,10.0,9.0,5.0,1.0,10.0,3.0,6.0,5
I,1.0,4.0,0.0,6.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,8
B,1.0,3.0,2.0,2.0,1.0,8.0,7.0,3.0,5.0,10.0,5.0,7.0,2.0,8.0,3.0,9.0,1
P,3.0,4.0,5.0,2.0,2.0,8.0,9.0,3.0,5.0,13.0,4.0,3.0,1.0,10.0,3.0,8.0,15
K,11.0,14.0,10.0,8.0,4.0,6.0,8.0,3.0,7.0,9.0,8.0,10.0,6.0,8.0,4.0,6.0,10
U,4.0,5.0,5.0,4.0,2.0,5.0,8.0,5.0,8.0,10.0,8.0,8.0,3.0,9.0,3.0,5.0,20
N,3.0,8.0,4.0,6.0,2.0,7.0,7.0,14.0,2.0,5.0,6.0,8.0,5.0,8.0,0.0,8.0,13
Y,4.0,11.0,6.0,8.0,1.0,7.0,11.0,2.0,3.0,8.0,12.0,8.0,1.0,11.0,0.0,8.0,24
I,3.0,5.0,5.0,6.0,4.0,8.0,8.0,4.0,4.0,7.0,6.0,8.0,3.0,7.0,8.0,8.0,8
Q,8.0,15.0,7.0,8.0,4.0,8.0,5.0,4.0,9.0,11.0,4.0,10.0,3.0,6.0,9.0,9.0,16
Q,4.0,5.0,4.0,7.0,4.0,9.0,7.0,6.0,2.0,8.0,6.0,11.0,3.0,9.0,6.0,8.0,16
Z,1.0,0.0,1.0,0.0,0.0,8.0,7.0,2.0,9.0,8.0,6.0,8.0,0.0,8.0,5.0,8.0,25
F,4.0,5.0,5.0,6.0,5.0,7.0,9.0,5.0,4.0,8.0,6.0,7.0,4.0,9.0,8.0,7.0,5
M,8.0,10.0,11.0,8.0,8.0,9.0,6.0,2.0,5.0,9.0,6.0,7.0,8.0,6.0,2.0,8.0,12
D,4.0,7.0,5.0,5.0,2.0,5.0,7.0,10.0,9.0,7.0,6.0,5.0,3.0,8.0,4.0,8.0,3
N,2.0,3.0,3.0,1.0,1.0,8.0,9.0,3.0,4.0,10.0,4.0,6.0,4.0,9.0,1.0,7.0,13
W,5.0,10.0,8.0,8.0,5.0,3.0,10.0,3.0,3.0,9.0,10.0,9.0,8.0,11.0,1.0,8.0,22
U,4.0,9.0,4.0,6.0,4.0,7.0,5.0,13.0,5.0,7.0,10.0,8.0,3.0,9.0,0.0,8.0,20
G,6.0,11.0,8.0,9.0,6.0,6.0,6.0,7.0,5.0,5.0,6.0,12.0,5.0,7.0,5.0,6.0,6
G,7.0,11.0,9.0,8.0,11.0,8.0,5.0,4.0,3.0,6.0,5.0,10.0,8.0,7.0,9.0,13.0,6
O,5.0,10.0,4.0,5.0,3.0,7.0,7.0,5.0,4.0,7.0,4.0,7.0,5.0,8.0,5.0,8.0,14
U,2.0,6.0,3.0,4.0,1.0,8.0,6.0,13.0,5.0,7.0,13.0,8.0,3.0,9.0,0.0,8.0,20
K,6.0,10.0,8.0,8.0,8.0,6.0,7.0,5.0,3.0,7.0,5.0,8.0,5.0,7.0,10.0,8.0,10
W,4.0,8.0,6.0,6.0,3.0,4.0,8.0,5.0,1.0,7.0,9.0,8.0,8.0,10.0,0.0,8.0,22
K,5.0,7.0,7.0,5.0,5.0,5.0,7.0,2.0,6.0,10.0,8.0,11.0,3.0,8.0,3.0,8.0,10
E,5.0,11.0,4.0,6.0,2.0,9.0,6.0,4.0,6.0,10.0,5.0,9.0,1.0,10.0,7.0,9.0,4
V,3.0,6.0,5.0,4.0,1.0,9.0,8.0,4.0,2.0,5.0,14.0,8.0,3.0,10.0,0.0,8.0,21
R,8.0,12.0,8.0,7.0,6.0,9.0,6.0,3.0,5.0,9.0,4.0,8.0,6.0,8.0,6.0,8.0,17
Z,4.0,11.0,5.0,8.0,5.0,9.0,6.0,6.0,10.0,7.0,5.0,6.0,2.0,7.0,8.0,8.0,25
S,4.0,10.0,6.0,7.0,4.0,7.0,8.0,3.0,7.0,10.0,5.0,7.0,2.0,6.0,5.0,8.0,18
N,3.0,6.0,5.0,4.0,5.0,7.0,8.0,3.0,3.0,8.0,7.0,8.0,5.0,9.0,5.0,4.0,13
X,5.0,11.0,8.0,8.0,4.0,5.0,8.0,2.0,8.0,10.0,11.0,9.0,3.0,9.0,4.0,6.0,23
I,3.0,6.0,4.0,4.0,2.0,5.0,7.0,3.0,7.0,7.0,6.0,12.0,0.0,8.0,4.0,9.0,8
Q,1.0,2.0,2.0,3.0,1.0,8.0,7.0,4.0,1.0,7.0,8.0,10.0,2.0,9.0,3.0,9.0,16
N,10.0,15.0,9.0,8.0,4.0,7.0,9.0,4.0,5.0,3.0,5.0,10.0,6.0,10.0,2.0,7.0,13
C,5.0,7.0,5.0,5.0,3.0,6.0,7.0,6.0,8.0,12.0,8.0,12.0,2.0,10.0,4.0,7.0,2
Q,6.0,9.0,5.0,4.0,3.0,10.0,4.0,4.0,7.0,11.0,3.0,10.0,3.0,7.0,7.0,11.0,16
N,7.0,10.0,9.0,8.0,7.0,7.0,7.0,8.0,6.0,7.0,5.0,6.0,4.0,8.0,4.0,8.0,13
K,6.0,9.0,8.0,8.0,8.0,7.0,7.0,2.0,4.0,7.0,3.0,9.0,7.0,4.0,9.0,10.0,10
S,8.0,12.0,8.0,7.0,4.0,5.0,10.0,4.0,5.0,14.0,8.0,6.0,2.0,9.0,3.0,7.0,18
E,2.0,3.0,3.0,2.0,1.0,6.0,8.0,2.0,8.0,11.0,8.0,8.0,1.0,8.0,4.0,7.0,4
D,4.0,8.0,6.0,6.0,8.0,9.0,7.0,5.0,6.0,7.0,5.0,6.0,5.0,6.0,8.0,7.0,3
X,4.0,4.0,5.0,5.0,1.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0,23
C,1.0,0.0,2.0,1.0,0.0,7.0,7.0,6.0,7.0,7.0,6.0,13.0,0.0,8.0,4.0,10.0,2
J,5.0,9.0,7.0,7.0,3.0,9.0,5.0,4.0,6.0,15.0,4.0,10.0,1.0,6.0,0.0,7.0,9
B,5.0,7.0,7.0,5.0,5.0,7.0,6.0,6.0,7.0,8.0,7.0,6.0,3.0,9.0,8.0,7.0,1
D,5.0,9.0,5.0,7.0,5.0,5.0,7.0,9.0,7.0,6.0,5.0,5.0,2.0,8.0,3.0,8.0,3
R,7.0,10.0,7.0,5.0,5.0,7.0,6.0,3.0,5.0,8.0,4.0,9.0,6.0,8.0,6.0,7.0,17
Z,2.0,1.0,2.0,1.0,1.0,7.0,7.0,3.0,11.0,8.0,6.0,8.0,0.0,8.0,6.0,8.0,25
T,2.0,3.0,4.0,4.0,1.0,8.0,14.0,1.0,6.0,6.0,11.0,8.0,0.0,8.0,0.0,8.0,19
K,5.0,9.0,5.0,7.0,2.0,4.0,7.0,9.0,2.0,7.0,6.0,12.0,3.0,8.0,3.0,11.0,10
G,5.0,11.0,7.0,8.0,5.0,7.0,6.0,7.0,8.0,7.0,4.0,12.0,2.0,9.0,6.0,8.0,6
B,11.0,15.0,10.0,8.0,9.0,9.0,8.0,3.0,6.0,10.0,4.0,6.0,8.0,3.0,9.0,7.0,1
X,8.0,11.0,11.0,9.0,7.0,6.0,8.0,1.0,8.0,10.0,8.0,9.0,3.0,8.0,4.0,6.0,23
D,6.0,9.0,8.0,7.0,6.0,10.0,6.0,3.0,7.0,11.0,4.0,7.0,4.0,7.0,4.0,9.0,3
V,2.0,5.0,4.0,4.0,1.0,6.0,11.0,3.0,4.0,8.0,11.0,8.0,2.0,10.0,1.0,8.0,21
I,2.0,11.0,0.0,8.0,1.0,7.0,7.0,5.0,3.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,8
